index,sentiment,text
6987,Negative,FORWARD_future: RT 1Marchella: This is straight up #fascism. #GOPdebate https://t.co/XwMlIzGgdS http://t.co/AuhlNZa3Ww
6988,Negative,"RT @alliebidwell: Bernie, calling out #gopdebate on lack of higher ed talk, among other issues https://t.co/27h90u6BAu"
6989,Negative,Big fail last night for the digital arm of @FoxNews. http://t.co/k2c6axrECL #GOPDebate
6990,Negative,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates
6991,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
6992,Negative,So I turned on MSNBC for opinions on the #GOPDebates. They were talking Trump Trump Trump. Huh? Were they listening all night?
6993,Negative,What we did not hear was how Gov Kasich (Ohio) supports fracking - including past attempts to frack in public parks. #GOPDebate
6994,Positive,@FoxNews @fxnopinion @foxnewspolitics Very good job by Fox News #GOPDebate
6995,Negative,RT @vohandas: They can argue about Hillary for 1hr but can’t even talk about police brutality for a full minute? #GOPDebate
6996,Positive,"'It wasn't too late for Wisconsin, it's not too late for America. Oh, and pass the cheese'. Scott Walker. #GOPDebates"
6997,Negative,#Huckabee talking about pimps and prostitutes. #GOPDebates
6998,Negative,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9
6999,Negative,Fox Debate commentators should be ashamed for the way they've treated Trump! #GOPdebates
7000,Negative,"Trump announcing he'd run as an Independent,  being exposed as Democrat, then going off on Megyn Kelly hurts that. #GOPDebate"
7001,Negative,@cassandra17lina Could actually be a democrat trying to help the democrats? #Trump #GOPDebate #Trump2016
7002,Negative,"RT @pattonoswalt: Despite what Huckabee says, I always make sure my prostitute AND her pimp pay FICA and pension. #GOPDebate"
7003,Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
7004,Negative,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates
7005,Positive,"RT @LadySandersfarm: We're sick of political correctness, it's killing the heart and soul of this country. #GOPDebate #Trump2016 http://t.c…"
7006,Negative,@CBSMiami #GOPDebate @RepEliotEngel @POTUS Hid His Secret Sex Life From Da America Ppl.Bet He Got Sneaky Deal W/IRAN http://t.co/2IeDJhem7F
7007,Negative,"RT @MarkDiStef: As an Australian watching the #GOPDebate, this is simply most awesome and batshit insane political event I've ever seen."
7008,Negative,"@keder they missed an ""h"" in that. It's supposed to read ""Whiner: Donald Trump"" #GOPDebate"
7009,Negative,"As if it's not obvious, 17 is way too many. No less than 7 need to drop out in the next month or so. #GOPDebates"
7010,Negative,RT @smdabbs: #Huckabee seriously can't go a debate or interview without mentioning pimps and/or prostitutes. #GOPDebates
7011,Negative,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. 🇺🇸 #GOPDebate  #GOPDebates
7012,Negative,RT @SarahWoodwriter: This pretty much sums up the first #GOPDebate... http://t.co/f6GADlinpn
7013,Negative,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
7014,Negative,Dr. Carson talking about race is like trump talking about money. #Wrong #GopDebates
7015,Positive,Giving credit where it's due: I thought all three #GOPDebate moderators did a great job. They took it to the candidates.
7016,Negative,Kasich had a strong start to the debate but lack of questions led him to fade into the background. #GOPDebates
7017,Negative,"RT @zellieimani: #BlackLivesMatter being discussed at #GOPDebate
15 seconds later...
Commercial and back to borders and abortion."
7018,Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
7019,Negative,Treating women like human beings isn't political correctness. #GOPDebate
7020,Negative,Trump knows people are angry and he is playing you like a fool. He has no business in this presidential process #GOPDebate
7021,Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
7022,Negative,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
7023,Negative,RT @TylerGroenendal: Donald Trump is like your dirty old alcholic uncle who somehow got elected mayor. #GOPDebate
7024,Positive,@marcorubio did a fantastic job showing why @MarcoRubio_2016 is the only way to go. #GOPDebate #Rubio2016 #letsgo http://t.co/JGnN2f5qo2
7025,Negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
7026,Negative,Wouldn't have expected @realDonaldTrump to be such a baby about the #GOPDebate last night. Jesus cry more about it you fucking pussy.
7027,Negative,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
7028,Negative,Ah... I feel as if I'm going to be white shamed tomorrow. @pattonoswalt @kevin_nealon @CyrusMMcQueen #GOPDebates
7029,Positive,"""I'll be my best to do that"" #GOPDebates"
7030,Negative,@debrajsaunders @GasiaKTVU Donald Trump was the self proclaimed winner of the #GOPDebate you ladies agree?
7031,Negative,"RT @SupermanHotMale: Dear Donald Trump, sniff a couple times, your head is in your ass #GopDebates"
7032,Negative,"Women who shame other women for having abortions deserve to be shamed for having no soul or self respect. 

#PlannedParenthood  #GOPDebate"
7033,Negative,More #GOPDebate s pleeeease.  @FoxNews But no Jeb.  Fewer peeps and LOTS of questions.  Not about Rosie.  #Trump #Fiorina #Jindal #Gilmore
7034,Positive,Dr. Ben Carson's Closing Statements at #GopDebate #2016Election https://t.co/0FqaLjoz3c via @YouTube
7035,Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
7036,Negative,"@realDonaldTrump can't be mean to Obama, but calling a woman a dog and saying she looks good on her knees. That's cool... #GOPDebates"
7037,Negative,"It's true.  She disrespected Cruz on eve of #GOPDebate @mag062367 @timthejarhead @jamesrosenfnc @theusdesigns 
http://t.co/W7XIptcJ3G"
7038,Negative,"If Donald Trump wins the election, then we'll know we're on the Biff-stole-the-almanac timeline. #GOPDebate via @someecards"
7039,Positive,#GOPDebate was interesting to say the least ....
7040,Positive,@BretBaier You were professional and did an excellent job moderating! #GOPDebate @SpecialReport
7041,Positive,"@ChrisChristie you did great, Gov.  Let Rand roll his eyes all he wants. #GOPDebate"
7042,Negative,RT kayleymelissa: #GOPDebate is like the trial from The Unbreakable Kimmy Schmidt and Dona… http://t.co/jAqjwnndgB http://t.co/Eqfo1J5eZw
7043,Positive,Walker walks that #BlackLivesMatter  question pretty  decently #GOPDebates
7044,Negative,And the #GOPDebates draw to a close with the same batshit self-assuredness of a cardboard sign on a highway offramp.
7045,Positive,Stars in the debate last night were Rubio and Kasich. #GOPDebate at least Kasich sounded compassionate.
7046,Negative,"@AdamsFlaFan @Rockmedia @ConchGunny
FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina
#GOPDebate http://t.co/ygMGbAvqut"
7047,Negative,"They’re all Todd Akin now: How the Planned Parenthood sting backfired on Republicans #GOPDebate #StandwithPP 
http://t.co/ekXPfKtHQn"
7048,Negative,RT @ethicistforhire: Ten rich narcissists spouting nihilistic applause lines is not a debate. It is a Zeitgeist… #GOPDebate
7049,Negative,@mdreifuss whaa? Prostitues pay taxes?? #GOPDebates
7050,Positive,@CopDwg wow! I thought it was #msnbc   Fox has changed. #GopDebates
7051,Negative,"How can you purport to be Christian (""Love Thy Neighbor"") yet verbally eviscerate your opponents? #GOPDebate"
7052,Negative,"RT @djmorris55: .@realDonaldTrump calls 3rd party talk ""leverage."" Sounds like extortion. Pick me or I'll make you lose. #gopdebate @Kiplin…"
7053,Negative,"RT @NancyOsborne180: #BATsAsk Same old playbook. 
#GOPDebate 
@BadassTeachersA 
#TBATs http://t.co/RDi2tgnBJz"
7054,Negative,"RT @hellojoshpaul: @FoxNews hosts hogged 30% of the speaking time at the #GOPDebate who's running for president? Oh yeah, not the moderator…"
7055,Negative,Solution to everything = war. #GOPDebates
7056,Negative,"I mean, why should it matter if the questions were unfair? You didn't bother answering them anyway @realDonaldTrump #GOPDebate"
7057,Negative,RT @marcylauren: Can't watch  anymore #GOPDEBATES #Horrible #Clownshow #tcot
7058,Positive,"RT @FrankLuntz: The biggest (pleasant) surprise in tonight’s #GOPDebate was Ben Carson.

#KellyFile"
7059,Negative,RT @libertywwnf: Finally a question for Cruz. Iranian deal terrible Russia cyber attack. Reagan made Iran release prisoners #GOPDebates
7060,Negative,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
7061,Positive,Interesting #GOPDebate analysis. @marcorubio clearly excelled as conservative leader we need. Go @TeamMarco! #tcot https://t.co/pve8wuodke
7062,Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
7063,Negative,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"
7064,Positive,"Who won the #GOPDebates ? I'd say it's between Carson, Cruz, and Trump."
7065,Negative,RT @bennydiego: The unplanned parenthood. #foxnews #gopdebate http://t.co/XO1ijogj3T
7066,Negative,Shut the fuck up Rubio you ain't gonna win #GOPDebate
7067,Negative,@realdonaldtrump should be Donald #stump. He was horrible at the #gopdebate. He talked a lot but said NOTHING.
7068,Negative,RT @SenWhitehouse: FOX silenced by Koch billions too? Not a single question at last night's #GOPDebate to #climatechange deniers about Mond…
7069,Negative,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
7070,Negative,"bright spot in all this is that while Hilary might not be enough to galvanize the democratic base, defeating Trump certainly is. #GOPDebate"
7071,Negative,You know who @ChrisChristie was giving hugs to? THE FAMILIES OF PEARL HARBOR VICTIMS #GOPDebate
7072,Positive,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
7073,Negative,"Republican debate: Trump was garbled, incoherent – but dominant http://t.co/jJhTkyoVmL #gopdebate"
7074,Negative,"RT @Jami_USA: You can't shape the ""debates"" and then decide the winners too.. Sorry, freedom says we the people, pick the winners. #GOPDeba…"
7075,Negative,"RT @L_EdwinSaar: Dr Carson: Progressives depend on the ignorance of the American people. 

Said the man who compared Obamacare to slavery. …"
7076,Negative,Really? Hey Donald you were face to face with her less than a day ago then you cast shade of Twitter. #GOPDebate 😒 https://t.co/rdu8Od3tEc
7077,Negative,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates
7078,Negative,Not surprised that #GOPDebate candidates criticized Prez Obama abt foreign policy-but shocked T Cruz chose 2 kick Gen Martin Dempsey around!
7079,Negative,RT @TheAvgBlackMan: In GOP land the year is about 1955 #GOPDebate
7080,Negative,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates"
7081,Negative,RT @Rebeksy: .@ChrisChristie have you USED the families of the 9/11 victims enough times for your own benefit? #ComeOn #tcot #GOPdebate #Fo…
7082,Negative,RT @monaeltahawy: Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates
7083,Negative,The goal of #FoxNews last night was to take out Trump and pave the way for a RINO like Bush or Kasich. #GOPDebate
7084,Negative,RT @Kerryepp: This shows they did it wrong. You need to fix that FoxNews! @megynkelly @BretBaier #GOPDebate  https://t.co/S99LR4vbAG
7085,Negative,"RT @SupermanHotMale: Hey Mike Huckabee, Leave Prostitutes alone, you are one also... #GopDebates"
7086,Negative,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
7087,Negative,When's the next #GOPDebate ?? Some these guys should just give up now
7088,Negative,RT @kwrcrow: #DrBenCarson just said he doubts #HillaryClinton will be nominee. Hope he's right. #GOPDebates
7089,Negative,what is Chris Cristie on about Re: abortions? This is absurd. #GOPdebate
7090,Negative,"Wow apparently Trump got even more whiny and defensive after the debate. No class. Big mouth. Yeah, great presidential material. #GOPDebate"
7091,Negative,Trump you're avoiding the question #GOPDebates
7092,Positive,Ben Carson killed it in the #GOPDebates tonight. And I get to see him at Liberty this semester #coolestschool
7093,Negative,How is surviving a recall like a badge of honor? Like shut up. #GOPDebates
7094,Negative,What kinda dream land is Chris Christine in #GOPDebates
7095,Negative,RT @jjauthor: The policies of Barack Obama have managed to provide neither peace nor prosperity! #GOPDebate @realDonaldTrump @tedcruz
7096,Negative,RT @Cjlewis99: @FoxNews moderators took up 32% of the air time. Guess who else got most the time? #GOPDebate #FoxDebate http://t.co/IZJ1N7a…
7097,Positive,RT @tedcruz: We need a President who’ll defend the Constitution and restore America’s leadership in the world #GOPDebate #CruzCrew http://t…
7098,Negative,"RT @hunterwalk: If men could become pregnant, whoooo wheeee, these answers would be different #GOPDebate"
7099,Negative,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
7100,Negative,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates
7101,Negative,"RT @BreeNewsome: Donald Trump is the Nene Leaks of the Republican Party. READ, HONEY, READ. 😂 #GOPDebate"
